# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
8234            	((1.38339250e+96 -1.23207448e+94 -2.26622948e+96) (-4.54144599e+46 -1.16384511e+45 -2.72817774e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.49756564e+95 -9.19544659e+95 9.32969267e+94) (1.12340995e+44 -8.65405220e+44 -1.86010941e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8236            	((-1.52392913e+96 3.87830394e+94 2.86703204e+96) (-4.66771898e+46 -8.96333511e+44 8.00548017e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.88966272e+95 1.17651942e+96 -9.47698687e+94) (6.86486149e+43 -5.32811586e+44 -1.92743774e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8238            	((1.53861618e+96 5.26957733e+94 -2.87347574e+96) (-4.60079523e+46 -8.02550078e+43 -9.04350965e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.76102128e+94 -1.17083486e+96 7.21768223e+94) (4.54834110e+43 -9.21480253e+44 -1.95644555e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8240            	((-1.59450393e+96 -2.55417206e+94 3.00849232e+96) (-4.67277429e+46 1.35636097e+44 6.56196914e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.77010675e+94 1.23260812e+96 -3.07302294e+94) (-1.22804833e+43 -6.22055620e+44 -1.53737845e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8242            	((1.12993705e+96 -4.29528664e+94 -2.61028860e+96) (-5.01441437e+46 -4.61436487e+44 -9.53753393e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.01849432e+94 -1.05022132e+96 -1.14310307e+94) (7.15365354e+43 -9.59731856e+44 -1.82842433e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8244            	((-1.38893611e+96 -1.75616716e+94 2.94972037e+96) (-5.24576162e+46 -9.70292529e+44 7.40583068e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.24670553e+95 1.20391562e+96 -5.44778517e+94) (9.05247635e+43 -6.50406110e+44 -2.44033675e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8246            	((1.30910372e+96 -6.61909205e+93 -3.08391754e+96) (-5.27916994e+46 -1.14046139e+45 -2.29672305e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.23843244e+93 -1.24588449e+96 6.67639618e+94) (1.73318101e+44 -1.05843497e+45 -2.25972568e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8248            	((-1.51314407e+96 1.21774235e+95 3.25226026e+96) (-5.43758842e+46 -1.72699905e+44 6.74076808e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.51982553e+94 1.33285443e+96 -4.87391180e+94) (3.61925305e+43 -7.13259325e+44 -2.10791485e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8250            	((1.42494205e+96 -5.25571239e+94 -3.40296032e+96) (-5.46813165e+46 2.96748910e+44 -2.93609889e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.25625718e+93 -1.37892780e+96 8.60296479e+94) (6.91271722e+43 -1.12510079e+45 -1.68344717e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8252            	((-1.60509910e+96 2.34797308e+94 3.58982301e+96) (-5.61831600e+46 1.20832946e+44 6.77452185e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.26191553e+94 1.47405313e+96 -8.42258630e+94) (1.26262663e+43 -7.48425574e+44 -1.76314528e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8254            	((1.68765725e+96 -4.46538558e+94 -3.97707461e+96) (-5.53489445e+46 -6.53812769e+43 -3.18784975e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.04596804e+95 -1.61540712e+96 5.68214816e+94) (7.97047832e+43 -1.16487140e+45 -1.74426191e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8256            	((-2.06671346e+96 3.76616714e+94 4.56142601e+96) (-5.80980079e+46 -4.39788223e+43 7.73469936e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.32400766e+95 1.87896812e+96 -5.90806721e+94) (2.94465900e+43 -7.41386348e+44 -1.82164806e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8258            	((1.62313823e+96 -2.79887742e+94 -3.63276382e+96) (-6.04033204e+46 1.95317273e+43 -1.36587260e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.01322131e+95 -1.47183203e+96 9.78011540e+93) (6.14350110e+43 -1.16787686e+45 -2.08026126e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8260            	((-2.01965217e+96 -1.81838114e+93 3.32736878e+96) (-6.34921812e+46 -1.38433731e+44 6.24920090e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.05257121e+94 1.36775925e+96 -1.91992279e+94) (-4.67755560e+43 -9.03793212e+44 -2.21586945e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8262            	((2.22343180e+96 -8.53715340e+94 -3.20795948e+96) (-6.18995068e+46 -7.27635958e+44 -2.94050630e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.11052327e+95 -1.29417593e+96 -2.64078814e+93) (1.44630128e+44 -1.15857116e+45 -2.33799395e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8264            	((-2.67491349e+96 1.49622751e+95 3.75239800e+96) (-6.51260633e+46 -1.87972107e+44 9.10482857e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.79493458e+95 1.53825066e+96 -5.08816114e+94) (6.40031859e+43 -8.11892665e+44 -2.71598496e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8266            	((2.41995561e+96 -1.09899957e+95 -4.47826211e+96) (-6.62902608e+46 4.94785890e+42 -3.14398201e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.32330337e+95 -1.80497537e+96 6.99073310e+94) (1.08060198e+44 -1.37291186e+45 -2.53993562e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8268            	((-2.50290593e+96 6.97792713e+93 5.32677818e+96) (-6.70373385e+46 -5.78999589e+44 8.66288485e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.38308152e+95 2.17980923e+96 -1.23878417e+95) (4.37620666e+43 -8.85477504e+44 -2.88105466e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8270            	((2.37660691e+96 9.96770536e+92 -5.05840880e+96) (-6.72986588e+46 -5.08617250e+44 3.56587051e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.01072645e+95 -2.04573733e+96 1.49879284e+95) (1.16462363e+44 -1.25246634e+45 -2.60156010e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8272            	((-2.76372161e+96 -6.17462024e+94 5.40969406e+96) (-6.99423157e+46 -8.92263507e+44 1.04084278e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.67500720e+95 2.21908698e+96 -1.78893071e+95) (5.62971398e+43 -8.63320590e+44 -2.88534856e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8274            	((2.64205008e+96 1.05199360e+95 -4.57899097e+96) (-7.00546153e+46 -5.74399362e+44 1.35948086e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.28443865e+94 -1.85422055e+96 1.40644180e+95) (5.36356898e+43 -1.26506413e+45 -2.95890692e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8276            	((-3.11045559e+96 -1.32575805e+95 5.64541248e+96) (-7.30940148e+46 -8.18760430e+44 1.22084519e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.04227534e+95 2.31088298e+96 -2.11836342e+95) (-4.65020370e+43 -8.49557809e+44 -3.38604403e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8278            	((2.80947614e+96 3.83228042e+94 -5.58085767e+96) (-7.43988640e+46 -1.30538949e+45 7.37741738e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.25112144e+95 -2.25939508e+96 2.01150650e+95) (1.04649511e+44 -1.37701608e+45 -3.45062195e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8280            	((-3.39402638e+96 -2.11982472e+95 5.85865834e+96) (-7.78671346e+46 -2.34040657e+45 1.06511024e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.58533476e+95 2.40037912e+96 -3.48483102e+95) (4.11963106e+43 -1.00547895e+45 -4.25050274e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8282            	((3.35236317e+96 5.43455964e+94 -6.67146202e+96) (-7.79141391e+46 -3.07829863e+45 -5.73457209e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.00788101e+95 -2.70087915e+96 3.04753174e+95) (1.07688631e+44 -1.49628014e+45 -4.42568601e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8284            	((-3.68227379e+96 1.63368460e+95 7.87025935e+96) (-7.99452082e+46 -1.90783412e+45 1.24845066e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.42604860e+95 3.22573029e+96 -2.49456403e+95) (-1.32659982e+42 -9.60751671e+44 -4.23753335e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8286            	((3.87853851e+96 -1.83577086e+95 -8.86840546e+96) (-7.89421179e+46 -2.07957544e+45 -1.29076732e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.00218487e+95 -3.60732644e+96 2.80729231e+95) (-1.06976905e+44 -1.56671488e+45 -3.99192671e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8288            	((-4.54495155e+96 5.79483897e+94 8.80857094e+96) (-8.24641682e+46 -2.77001695e+45 1.07115819e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.00483356e+95 3.63244079e+96 -4.53359843e+95) (-1.51649338e+44 -1.08315835e+45 -4.84517622e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8290            	((4.30067752e+96 4.32825693e+95 -9.66660267e+96) (-8.30203137e+46 -3.71954400e+44 -3.88742975e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.81944990e+95 -3.93420787e+96 5.01194308e+95) (-1.21643772e+44 -1.72897590e+45 -4.61573167e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8292            	((-5.02105479e+96 -3.10815402e+95 9.63264859e+96) (-8.65411189e+46 -7.32384457e+43 8.63658777e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.08835996e+95 3.97855048e+96 -4.09721409e+95) (-2.10532207e+44 -1.23312261e+45 -4.14689473e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8294            	((4.25358511e+96 1.79273376e+95 -9.58452565e+96) (-8.89789939e+46 -6.56132392e+44 -5.89661334e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.82151957e+95 -3.89309274e+96 2.69118376e+95) (-1.17789849e+44 -1.88943468e+45 -4.70879668e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8296            	((-4.91158744e+96 -2.92112090e+95 8.68301287e+96) (-9.21497460e+46 -1.34694339e+45 6.69392746e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.30875283e+95 3.58478336e+96 -2.60233655e+95) (-1.23723337e+44 -1.40305581e+45 -4.68156122e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8298            	((4.15405818e+96 2.52464825e+94 -9.13055493e+96) (-9.43365912e+46 -2.51446386e+45 -7.66282267e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.34545999e+96 -3.68446839e+96 2.76181523e+95) (5.90309352e+43 -2.03487190e+45 -4.72854840e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8300            	((-4.80297850e+96 1.23584808e+94 1.02407384e+97) (-9.70917868e+46 -2.36182498e+45 8.99417654e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.07627553e+96 4.21336520e+96 -4.32295091e+95) (-2.94707443e+43 -1.37394683e+45 -5.35361354e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8302            	((4.16596320e+96 -2.20288315e+95 -9.02542136e+96) (-9.86845717e+46 -3.34706072e+45 -4.43909065e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.25411119e+95 -3.63769316e+96 2.40657098e+95) (-1.31343265e+43 -1.97486242e+45 -5.84701349e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8304            	((-5.32824383e+96 5.03417435e+95 9.73011425e+96) (-1.03642614e+47 -2.06357290e+45 1.03290447e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.70644633e+95 4.00030830e+96 -1.71923136e+95) (-8.20837020e+43 -1.43013441e+45 -5.48700448e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8306            	((5.74235702e+96 -6.73872318e+94 -1.00889592e+97) (-1.01779823e+47 -4.87029846e+44 -3.53258535e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.03682874e+95 -4.07801703e+96 2.25415925e+95) (3.05800939e+43 -2.01548240e+45 -5.30776758e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8308            	((-6.44212269e+96 -2.78769462e+95 1.08568383e+97) (-1.04982797e+47 -1.99247587e+45 1.24960730e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.08657847e+95 4.45834931e+96 -4.35386868e+95) (-6.74385511e+43 -1.38938314e+45 -5.92871853e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8310            	((5.75553853e+96 8.37409114e+95 -1.24014284e+97) (-1.07005888e+47 3.89227271e+44 -5.68970437e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.20648583e+96 -5.00701053e+96 6.21292523e+95) (1.50072044e+44 -2.22323551e+45 -5.25510582e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8312            	((-6.86502187e+96 -4.85308325e+95 1.31479211e+97) (-1.11530026e+47 1.42062888e+45 1.15033246e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.00885915e+96 5.41308195e+96 -3.61992038e+95) (1.85072755e+43 -1.55712649e+45 -4.21238482e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8314            	((6.35947242e+96 -1.02348609e+95 -1.21368766e+97) (-1.12316796e+47 -7.15638839e+44 -1.72104314e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.01082470e+95 -4.90040667e+96 2.41943548e+95) (9.74275793e+43 -2.14200806e+45 -4.43864016e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8316            	((-7.46159736e+96 -1.77975796e+95 1.30383273e+97) (-1.16723374e+47 -1.71393079e+45 1.44589697e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.65155398e+95 5.35129686e+96 -3.02142669e+95) (1.17415404e+44 -1.52316709e+45 -4.77518578e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8318            	((7.65651900e+96 -1.15687615e+95 -1.33740776e+97) (-1.15221700e+47 -2.67561453e+45 -2.05121029e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.07203953e+95 -5.40861095e+96 3.99552755e+95) (1.60361386e+44 -2.24801765e+45 -4.29108141e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8320            	((-9.00387692e+96 2.36671582e+95 1.53625084e+97) (-1.20221742e+47 -2.06554764e+45 1.60111944e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.89857489e+95 6.30663656e+96 -4.16126377e+95) (-6.24494914e+43 -1.54661130e+45 -4.42678184e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8322            	((7.89973969e+96 -6.57903663e+95 -1.54572212e+97) (-1.22903268e+47 -3.58410601e+45 -2.19396404e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.32881582e+95 -6.24646097e+96 2.08750969e+95) (2.80060236e+42 -2.39055592e+45 -4.95715033e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8324            	((-8.74461672e+96 8.44021138e+95 1.71175689e+97) (-1.26184129e+47 -2.63053838e+45 1.71100684e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.00862500e+95 7.01939319e+96 -1.31632427e+95) (-6.14848452e+43 -1.62091687e+45 -4.87260858e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8326            	((8.00054398e+96 -1.75870848e+95 -1.71071271e+97) (-1.27902179e+47 -5.86631848e+44 5.46827165e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.25865769e+95 -6.91730973e+96 2.23961487e+95) (-1.94641163e+43 -2.36547936e+45 -4.74601395e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8328            	((-1.00015195e+97 4.70664723e+94 1.78191498e+97) (-1.34604309e+47 -9.24175031e+44 1.83865475e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.65411436e+95 7.33140030e+96 -4.98687409e+95) (-1.55795032e+44 -1.69426823e+45 -5.65281112e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8330            	((9.90963230e+96 7.23248867e+94 -1.75094475e+97) (-1.34070612e+47 -5.56080916e+44 -1.81995223e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.28026631e+96 -7.09710713e+96 3.95631283e+94) (6.31100731e+43 -2.59220104e+45 -7.00065520e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8332            	((-1.08134443e+97 -3.45838649e+95 2.12956631e+97) (-1.37026146e+47 -1.45974761e+45 1.97270851e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.03447017e+95 8.72506978e+96 -1.89164714e+95) (4.80112874e+43 -1.72123746e+45 -7.38447595e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8334            	((1.03828029e+97 1.81670830e+95 -1.68092807e+97) (-1.37115197e+47 -1.88793792e+45 5.22117304e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.67664963e+96 -6.81302021e+96 2.59692676e+95) (2.58057015e+44 -2.36661770e+45 -7.42938165e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8336            	((-1.25463599e+97 -3.07891333e+95 2.37197098e+97) (-1.43455031e+47 -2.37460738e+45 2.73467601e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.92764108e+95 9.68712176e+96 -7.04311079e+95) (2.85975950e+44 -1.51869899e+45 -8.60352142e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8338            	((1.23540769e+97 -1.71590927e+95 -2.34915561e+97) (-1.43456151e+47 -3.76825755e+45 3.44285912e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.58896708e+95 -9.55295192e+96 4.78279095e+95) (3.03089030e+44 -2.62018041e+45 -8.98626307e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8340            	((-1.41608801e+97 1.32818113e+95 2.69158888e+97) (-1.48821798e+47 -3.77994168e+45 2.40529628e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.32938632e+96 1.09998653e+97 -9.98503450e+95) (1.34645942e+44 -1.81851819e+45 -1.01258261e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8342            	((1.38499811e+97 -1.03904934e+96 -2.78574956e+97) (-1.49086966e+47 -6.29092714e+45 2.96951979e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.73959595e+96 -1.13155470e+97 4.20805406e+95) (4.84510373e+44 -2.74807519e+45 -1.14602888e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8344            	((-1.54935434e+97 7.09709154e+95 3.16551434e+97) (-1.53540163e+47 -6.87351051e+45 2.62922554e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.08435319e+95 1.29367269e+97 -1.03842021e+96) (4.24350236e+44 -1.80528462e+45 -1.29552977e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8346            	((1.74108646e+97 -8.44561324e+95 -2.79236066e+97) (-1.47778580e+47 -6.97984044e+45 6.15796247e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.77336631e+95 -1.13622099e+97 1.20961178e+96) (3.93600285e+44 -2.62158253e+45 -1.28545581e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8348            	((-1.94325652e+97 8.58327691e+94 3.19074262e+97) (-1.53420544e+47 -9.31107776e+45 2.74076719e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.54554964e+96 1.29910346e+97 -1.96506705e+96) (1.98450750e+44 -1.79124191e+45 -1.44254591e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8350            	((2.13389146e+97 7.68651378e+95 -3.90212614e+97) (-1.47673194e+47 -6.45856978e+45 -4.55383647e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.89693327e+96 -1.58441234e+97 3.52156923e+96) (2.02130703e+44 -3.16007898e+45 -1.21951091e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8352            	((-2.28717943e+97 -6.03290122e+95 3.66535796e+97) (-1.54513112e+47 -6.46424776e+45 1.62268242e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.65932038e+96 1.49638680e+97 -3.01910082e+96) (-1.88722060e+44 -2.31113789e+45 -1.00114494e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8354            	((1.83133299e+97 1.59293603e+96 -4.49156518e+97) (-1.63284930e+47 -3.75981327e+45 -2.18543891e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.09334557e+96 -1.81019727e+97 3.05784787e+96) (-1.54586702e+44 -3.98075644e+45 -1.00871673e+46) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8356            	((-2.23385388e+97 -1.63475331e+96 4.53007966e+97) (-1.73099476e+47 -4.57893902e+45 9.49749945e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.78699851e+96 1.85913113e+97 -2.27099584e+96) (-3.48875764e+44 -2.77663630e+45 -7.49005376e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8358            	((1.94312573e+97 3.10543125e+96 -3.62780256e+97) (-1.75981633e+47 -8.36496240e+44 -1.47716529e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.65229779e+96 -1.46834698e+97 2.22607279e+96) (-3.35237520e+44 -3.84568101e+45 -7.02306874e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8360            	((-2.48834227e+97 -2.51064569e+96 4.19447379e+97) (-1.89268416e+47 -4.81996432e+44 1.34738316e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.50463665e+96 1.72421649e+97 -2.00352660e+96) (-5.22355670e+44 -2.81592081e+45 -6.36014242e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8362            	((2.36603721e+97 2.25575252e+96 -3.98205024e+97) (-1.89465716e+47 -7.05022758e+44 -1.77341686e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.38370204e+96 -1.61584700e+97 1.34295143e+96) (-7.61278506e+43 -4.17089784e+45 -7.38561562e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8364            	((-2.78284852e+97 -1.42763893e+96 4.84825377e+97) (-1.99316848e+47 4.92467155e+44 1.59682525e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.51495895e+96 1.99000947e+97 -7.57349944e+95) (-2.91339777e+44 -2.89512692e+45 -6.79828798e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8366            	((2.53987901e+97 1.05330492e+96 -4.59849358e+97) (-2.02210835e+47 -1.47634908e+43 -1.86043970e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.99883293e+95 -1.86314410e+97 -2.25733036e+95) (-4.27211338e+44 -4.44380712e+45 -8.27952362e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8368            	((-3.10734783e+97 -1.71419362e+96 4.87656986e+97) (-2.14357118e+47 -1.61926548e+45 1.23963649e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.36589932e+96 2.00143065e+97 -1.52347117e+95) (-6.31981271e+44 -3.32162001e+45 -9.24704342e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8370            	((2.73481369e+97 1.90064253e+96 -5.86751816e+97) (-2.19995113e+47 -8.64610675e+44 -2.46642202e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.22784756e+96 -2.37061786e+97 6.28284412e+95) (-5.92563852e+43 -4.98666415e+45 -9.03986006e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
